,project_id,project_name,project_start_date,project_completion_date,building_id,number,street,borough,postcode,bbl,bin,community_board,council_district,census_tract,nta_-_neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,building_completion_date,reporting_construction_type,extended_affordability_only,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,br1_units,br2_units,br3_units,br4_units,br5_units,br6_units,unknown-br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units
0,51867,THE ROBESON,2018-06-29T00:00:00,,927152.0,407,LENOX AVENUE,Manhattan,10037.0,1019150032.0,,MN-10,9,226.0,MN03,40.811202,-73.942995,40.811370000000004,-73.943342,,New Construction,No,Non Prevailing Wage,0,16,24,0,38,1,16,25,32,6,0,0,0,0,79,0,79,79
1,52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00,,5738.0,1990,AMSTERDAM AVENUE,Manhattan,10032.0,1021170034.0,1062764.0,MN-12,7,245.0,MN36,40.833828999999994,-73.941339,40.83408,-73.94151600000001,,Preservation,No,Prevailing Wage,20,3,1,0,0,1,0,0,15,5,5,0,0,0,25,0,25,25
2,52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00,,42862.0,531,WEST 160 STREET,Manhattan,10032.0,1021190058.0,1062843.0,MN-12,7,245.0,MN36,40.835159999999995,-73.941663,40.83556,-73.94205600000001,,Preservation,No,Prevailing Wage,6,11,3,0,0,0,0,0,20,0,0,0,0,0,20,0,20,20
3,52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00,,42869.0,547,WEST 160 STREET,Manhattan,10032.0,1021190066.0,1062847.0,MN-12,7,245.0,MN36,40.835295,-73.94197700000001,40.83579,-73.942616,,Preservation,No,Prevailing Wage,4,14,2,0,0,0,0,0,20,0,0,0,0,0,20,0,20,20
5,59107,LA CABANA HOUSES,2018-06-29T00:00:00,,328793.0,391,LORIMER STREET,Brooklyn,11206.0,3030310018.0,3070857.0,BK-01,34,511.0,BK90,40.708637,-73.948486,40.70859,-73.949128,,Preservation,No,Non Prevailing Wage,59,7,4,0,0,1,0,21,15,35,0,0,0,0,71,0,71,71
6,59107,LA CABANA HOUSES,2018-06-29T00:00:00,,328801.0,417,LORIMER STREET,Brooklyn,11206.0,3030220025.0,3070801.0,BK-01,34,511.0,BK90,40.709391,-73.948612,40.70933,-73.948936,,Preservation,No,Non Prevailing Wage,40,5,3,0,0,0,0,16,9,23,0,0,0,0,48,0,48,48
7,59107,LA CABANA HOUSES,2018-06-29T00:00:00,,380885.0,16,TEN EYCK STREET,Brooklyn,11206.0,3030220016.0,3070800.0,BK-01,34,511.0,BK90,40.709584,-73.950047,40.70924,-73.949874,,Preservation,No,Non Prevailing Wage,41,4,2,1,0,0,0,16,9,23,0,0,0,0,48,0,48,48
8,63761,168TH STREET GARAGE,2018-06-29T00:00:00,,927041.0,92-29,168 STREET,Queens,11433.0,4102090115.0,4442250.0,QN-12,27,444.0,QN61,40.705839000000005,-73.79221,40.70559,-73.791666,,New Construction,No,Non Prevailing Wage,20,39,193,134,0,1,38,160,165,24,0,0,0,0,387,0,387,387
9,63763,CONEY ISLAND PHASE 1 (L&M),2018-06-29T00:00:00,,984726.0,2926,WEST 19 STREET,Brooklyn,11224.0,3070600019.0,,BK-13,47,326.0,BK21,40.576052000000004,-73.98575600000001,40.57578,-73.98598299999999,,New Construction,No,Non Prevailing Wage,90,89,244,22,0,1,113,175,121,37,0,0,0,0,446,0,446,446
10,65363,LAFAYETTE MORRISON APARTMENTS,2018-06-29T00:00:00,2018-06-29T00:00:00,51117.0,820,BOYNTON AVENUE,Bronx,10473.0,2036270040.0,2092723.0,BX-09,17,28.0,BX09,40.82007,-73.87621999999999,40.82026,-73.875577,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,4,189,21,4,4,0,0,38,147,37,0,0,0,0,0,222,222,222
11,65363,LAFAYETTE MORRISON APARTMENTS,2018-06-29T00:00:00,2018-06-29T00:00:00,806311.0,880,BOYNTON AVENUE,Bronx,10473.0,2036270050.0,2092724.0,BX-09,17,28.0,BX09,40.821314,-73.87650699999999,40.82134,-73.875835,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,2,197,16,6,5,0,0,38,152,36,0,0,0,0,0,226,226,226
12,65363,LAFAYETTE MORRISON APARTMENTS,2018-06-29T00:00:00,2018-06-29T00:00:00,806847.0,825,MORRISON AVENUE,Bronx,10473.0,2036270030.0,2092725.0,BX-09,17,28.0,BX09,40.820840000000004,-73.872649,40.820570000000004,-73.873227,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,3,206,12,4,1,0,0,37,151,38,0,0,0,0,0,226,226,226
13,65363,LAFAYETTE MORRISON APARTMENTS,2018-06-29T00:00:00,2018-06-29T00:00:00,806848.0,875,MORRISON AVENUE,Bronx,10473.0,2036270020.0,2092726.0,BX-09,17,28.0,BX09,40.821609,-73.872835,40.821659999999994,-73.873486,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,5,205,13,0,3,0,0,38,151,37,0,0,0,0,0,226,226,226
14,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,28125.0,45,ST NICHOLAS AVENUE,Manhattan,10026.0,1018220015.0,1054981.0,MN-10,9,216.0,MN11,40.800206,-73.952489,40.80014,-73.952854,,Preservation,No,Non Prevailing Wage,2,9,1,0,0,0,0,0,0,12,0,0,0,0,12,0,12,12
15,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,38571.0,281,WEST 118 STREET,Manhattan,10026.0,1019240104.0,1058438.0,MN-10,9,220.0,MN11,40.805446,-73.953728,40.80573,-73.95384,,Preservation,No,Non Prevailing Wage,1,6,3,0,0,0,1,1,8,0,0,0,0,0,10,0,10,10
16,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,40514.0,30,WEST 132 STREET,Manhattan,10037.0,1017290049.0,1053860.0,MN-10,9,208.0,MN03,40.811316,-73.940145,40.81113,-73.94034,,Preservation,No,Non Prevailing Wage,2,6,2,0,0,0,0,0,0,0,10,0,0,0,10,0,10,10
17,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,41278.0,118,WEST 139 STREET,Manhattan,10030.0,1020070046.0,1060040.0,MN-10,9,230.0,MN03,40.817195,-73.940298,40.816990000000004,-73.940407,,Preservation,No,Non Prevailing Wage,2,7,1,0,0,0,0,0,0,10,0,0,0,0,10,0,10,10
18,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,41279.0,120,WEST 139 STREET,Manhattan,10030.0,1020070047.0,1060041.0,MN-10,9,230.0,MN03,40.817226,-73.94036700000001,40.81702,-73.94049,,Preservation,No,Non Prevailing Wage,1,5,13,0,0,1,10,0,10,0,0,0,0,0,20,0,20,20
19,65373,MMN1801- UPTOWN 6,2018-06-29T00:00:00,,41280.0,122,WEST 139 STREET,Manhattan,10030.0,1020070048.0,1060042.0,MN-10,9,230.0,MN03,40.817253,-73.940436,40.81706,-73.94057,,Preservation,No,Non Prevailing Wage,0,8,12,0,0,0,10,0,10,0,0,0,0,0,20,0,20,20
20,65374,TMN209G-2 - 640 RIVERSIDE,2018-06-29T00:00:00,,27322.0,640,RIVERSIDE DRIVE,Manhattan,10031.0,1020880074.0,1062326.0,MN-09,7,225.0,MN04,40.82492,-73.954123,40.82476,-73.953801,,Preservation,No,Non Prevailing Wage,0,0,98,34,0,1,6,56,50,20,1,0,0,0,133,0,133,133
21,65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2018-06-29T00:00:00,,197456.0,3020,AVENUE Y,Brooklyn,11235.0,3074490001.0,3320934.0,BK-15,48,626.0,BK17,40.59209,-73.936463,40.591359999999995,-73.936295,,Preservation,No,Non Prevailing Wage,119,0,0,0,0,0,8,16,64,31,0,0,0,0,0,119,119,119
22,65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2018-06-29T00:00:00,,807684.0,2525,BATCHELDER STREET,Brooklyn,11235.0,3074490001.0,3320932.0,BK-15,48,626.0,BK17,40.591314000000004,-73.937238,40.591359999999995,-73.936295,,Preservation,No,Non Prevailing Wage,118,0,0,0,0,1,8,16,64,31,0,0,0,0,0,119,119,119
23,65621,"KINGS BAY HOUSES SECTION TWO, INC. HRP.FY18",2018-06-29T00:00:00,,807685.0,2533,BATCHELDER STREET,Brooklyn,11235.0,3074490001.0,3320933.0,BK-15,48,626.0,BK17,40.591193,-73.937217,40.591359999999995,-73.936295,,Preservation,No,Non Prevailing Wage,119,0,0,0,0,0,8,16,64,31,0,0,0,0,0,119,119,119
24,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,60470.0,2055,DAVIDSON AVENUE,Bronx,10453.0,2031930030.0,2014159.0,BX-05,14,251.0,BX36,40.854129,-73.908231,40.8542,-73.908484,,Preservation,No,Non Prevailing Wage,4,13,2,0,0,1,0,0,7,13,0,0,0,0,20,0,20,20
25,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,60471.0,2059,DAVIDSON AVENUE,Bronx,10453.0,2031930028.0,2014158.0,BX-05,14,251.0,BX36,40.854231,-73.908144,40.85433,-73.908361,,Preservation,No,Non Prevailing Wage,2,17,1,0,0,0,0,0,7,13,0,0,0,0,20,0,20,20
26,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,74440.0,65,EAST TREMONT AVENUE,Bronx,10453.0,2028290024.0,2007939.0,BX-05,14,241.0,BX41,40.850934,-73.907754,40.85112,-73.90778,,Preservation,No,Non Prevailing Wage,1,13,0,0,0,1,0,0,0,6,9,0,0,0,15,0,15,15
27,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,97431.0,1870,MORRIS AVENUE,Bronx,10453.0,2028050008.0,2007616.0,BX-05,14,23301.0,BX41,40.848602,-73.908376,40.8486,-73.908191,,Preservation,No,Non Prevailing Wage,0,17,8,0,0,0,0,14,10,1,0,0,0,0,25,0,25,25
28,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,97435.0,1910,MORRIS AVENUE,Bronx,10453.0,2028060005.0,2007636.0,BX-05,14,23301.0,BX41,40.849976,-73.90790799999999,40.85,-73.907589,,Preservation,No,Non Prevailing Wage,0,8,4,0,0,1,5,0,4,0,4,0,0,0,13,0,13,13
29,65730,MT HOPE PRESERVATION APARTMENTS LLC.PLP.FY18,2018-06-29T00:00:00,,119101.0,1982,WALTON AVENUE,Bronx,10453.0,2028290006.0,2007925.0,BX-05,14,241.0,BX41,40.851812,-73.90795200000001,40.851820000000004,-73.907598,,Preservation,No,Non Prevailing Wage,0,24,11,0,0,2,5,22,10,0,0,0,0,0,37,0,37,37
30,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00,,49240.0,744,BECK STREET,Bronx,10455.0,2027070040.0,2005520.0,BX-02,8,85.0,BX33,40.816096,-73.898955,40.81582,-73.898887,,Preservation,No,Non Prevailing Wage,0,18,2,0,0,1,0,7,14,0,0,0,0,0,21,0,21,21
31,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00,,116555.0,987,UNION AVENUE,Bronx,10459.0,2026690044.0,2004847.0,BX-03,17,133.0,BX35,40.823674,-73.901484,40.82336,-73.901965,,Preservation,No,Non Prevailing Wage,1,25,9,0,0,0,0,0,31,4,0,0,0,0,35,0,35,35
32,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00,,116556.0,991,UNION AVENUE,Bronx,10459.0,2026690042.0,2004846.0,BX-03,17,133.0,BX35,40.823745,-73.901455,40.82353,-73.901954,,Preservation,No,Non Prevailing Wage,1,11,7,0,0,1,0,1,11,8,0,0,0,0,20,0,20,20
33,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00,,122023.0,1100,WEST FARMS ROAD,Bronx,10459.0,2027510010.0,2006152.0,BX-02,17,12701.0,BX27,40.826274,-73.89040899999999,40.826190000000004,-73.89013800000001,,Preservation,No,Non Prevailing Wage,1,11,3,0,0,1,0,0,8,8,0,0,0,0,16,0,16,16
34,66145,BK UNION AVENUE CLUSTER LLC.PLP.FY18,2018-06-29T00:00:00,,122024.0,1106,WEST FARMS ROAD,Bronx,10459.0,2027510012.0,2006153.0,BX-02,17,12701.0,BX27,40.826397,-73.89030699999999,40.82634,-73.889979,,Preservation,No,Non Prevailing Wage,0,14,18,0,0,0,0,11,13,4,4,0,0,0,32,0,32,32
35,66721,ROBESON APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00,2018-06-29T00:00:00,3419.0,1990,ADAM C POWELL BOULEVARD,Manhattan,10026.0,1019250036.0,1058449.0,MN-10,9,220.0,MN11,40.805490999999996,-73.95088200000002,40.80576,-73.951185,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,33,5,2,0,0,1,0,2,28,11,0,0,0,0,41,0,41,41
36,66721,ROBESON APARTMENTS HDFC.HUDMF.FY18,2018-06-29T00:00:00,2018-06-29T00:00:00,3420.0,1995,ADAM C POWELL BOULEVARD,Manhattan,10026.0,1019040061.0,1057585.0,MN-10,9,220.0,MN11,40.805577,-73.950795,40.80543,-73.950419,2018-06-29T00:00:00,Preservation,Yes,Non Prevailing Wage,30,7,2,0,0,1,0,18,12,10,0,0,0,0,40,0,40,40
37,66769,1414 CENTRAL AVENUE,2018-06-29T00:00:00,,984712.0,14-14,CENTRAL AVENUE,Queens,11691.0,4155360012.0,,QN-14,31,103202.0,QN15,40.606379,-73.750535,40.60655,-73.7512,,New Construction,No,Non Prevailing Wage,30,30,81,0,0,1,27,61,39,15,0,0,0,0,142,0,142,142
38,66834,EAST VILLAGE II HDFC.HUDMF.FY18,2018-06-29T00:00:00,,6443.0,195,AVENUE B,Manhattan,10009.0,1003950001.0,1004926.0,MN-03,2,28.0,MN28,40.7282,-73.97891899999999,40.72813,-73.97867,,Preservation,No,Non Prevailing Wage,13,2,1,0,0,0,0,0,6,5,5,0,0,0,16,0,16,16
39,66834,EAST VILLAGE II HDFC.HUDMF.FY18,2018-06-29T00:00:00,,6446.0,199,AVENUE B,Manhattan,10009.0,1003950003.0,1077464.0,MN-03,2,28.0,MN28,40.72831,-73.97883900000001,40.72829,-73.978554,,Preservation,No,Non Prevailing Wage,15,6,1,0,1,0,0,0,13,10,0,0,0,0,23,0,23,23
40,66834,EAST VILLAGE II HDFC.HUDMF.FY18,2018-06-29T00:00:00,,11395.0,627,EAST 9 STREET,Manhattan,10009.0,1003920048.0,1004783.0,MN-03,2,28.0,MN28,40.725867,-73.979327,40.72595,-73.979028,,Preservation,No,Non Prevailing Wage,27,4,4,0,0,0,0,6,17,12,0,0,0,0,35,0,35,35
41,66834,EAST VILLAGE II HDFC.HUDMF.FY18,2018-06-29T00:00:00,,11562.0,374,EAST 10 STREET,Manhattan,10009.0,1003920022.0,1004769.0,MN-03,2,28.0,MN28,40.726284,-73.978533,40.726079999999996,-73.978623,,Preservation,No,Non Prevailing Wage,13,4,0,0,0,0,0,5,5,1,6,0,0,0,17,0,17,17
63,67427,MASARYK TOWERS,2018-06-29T00:00:00,,9707.0,51,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1082667.0,MN-03,2,2201.0,MN28,40.716685999999996,-73.980463,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,220,0,0,0,0,20,40,140,20,0,0,0,0,0,220,220,220
64,67427,MASARYK TOWERS,2018-06-29T00:00:00,,804199.0,71,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1082665.0,MN-03,2,2201.0,MN28,40.717218,-73.980174,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,207,0,0,0,0,1,20,144,42,0,0,0,0,0,207,207,207
65,67427,MASARYK TOWERS,2018-06-29T00:00:00,,804200.0,75,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1082666.0,MN-03,2,2201.0,MN28,40.717566999999995,-73.979986,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,226,0,0,0,0,21,40,144,21,0,0,0,0,0,226,226,226
66,67427,MASARYK TOWERS,2018-06-29T00:00:00,,804201.0,85,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1086089.0,MN-03,2,2201.0,MN28,40.717890999999995,-73.979824,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,124,0,0,0,0,0,40,42,42,0,0,0,0,0,124,124,124
67,67427,MASARYK TOWERS,2018-06-29T00:00:00,,849292.0,85-89,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1086089.0,MN-03,2,2201.0,MN28,40.717890999999995,-73.979824,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,206,0,0,0,2,1,20,145,42,0,0,0,0,0,208,208,208
68,67427,MASARYK TOWERS,2018-06-29T00:00:00,,849293.0,75-81,COLUMBIA STREET,Manhattan,10002.0,1003330001.0,1082666.0,MN-03,2,2201.0,MN28,40.717566999999995,-73.979986,40.71788,-73.980845,,Preservation,No,Non Prevailing Wage,0,124,0,0,0,0,0,40,42,42,0,0,0,0,0,124,124,124
69,58666,BRKG GND. AAPCI. 3 LIVONIA AVE. EDWIN'S PLACE,2018-06-28T00:00:00,,968251.0,278,GRAFTON STREET,Brooklyn,11212.0,3035660006.0,,BK-16,41,894.0,BK81,40.661524,-73.917424,40.66146,-73.917878,,New Construction,No,Prevailing Wage,88,25,12,0,0,1,56,35,26,9,0,0,0,0,126,0,126,126
70,63122,VOA. 112 EAST CLARKE PLACE,2018-06-28T00:00:00,,974443.0,112,CLARKE PLACE EAST,Bronx,10452.0,2028390049.0,2129183.0,BX-04,16,22102.0,BX63,40.837558,-73.916927,40.83726,-73.91675,,New Construction,No,Prevailing Wage,121,0,0,0,0,1,98,23,1,0,0,0,0,0,122,0,122,122
71,63769,LINWOOD PARK APARTMENTS,2018-06-28T00:00:00,,976030.0,3002,ATLANTIC AVENUE,Brooklyn,11208.0,3039710019.0,,BK-05,37,1168.0,BK82,40.678249,-73.883607,40.67801,-73.88333,,New Construction,No,Non Prevailing Wage,38,2,59,0,0,1,25,25,34,16,0,0,0,0,100,0,100,100
72,65269,1296 SHERIDAN AVENUE.HPO.FY2018,2018-06-28T00:00:00,2018-06-28T00:00:00,109443.0,1296,SHERIDAN AVENUE,Bronx,10456.0,2028300001.0,2007963.0,BX-04,16,17902.0,BX14,40.836252,-73.914551,40.836079999999995,-73.914327,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,0,19,39,0,0,1,5,31,23,0,0,0,0,0,59,0,59,59
73,65348,LIVONIA REGINA HDFC.HPO.FY18,2018-06-28T00:00:00,,228119.0,2424,CROPSEY AVENUE,Brooklyn,11214.0,3069270060.0,3187596.0,BK-11,43,304.0,BK29,40.593993,-73.994804,40.59362,-73.99511,,Preservation,No,Non Prevailing Wage,110,57,0,0,0,1,100,66,1,1,0,0,0,0,168,0,168,168
74,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,318937.0,350,KEAP STREET,Brooklyn,11211.0,3024370003.0,3063347.0,BK-01,34,527.0,BK73,40.709262,-73.954477,40.709270000000004,-73.954278,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,16,8,4,0,0,1,0,11,11,7,0,0,0,0,29,0,29,29
75,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372025.0,354,SOUTH 2 STREET,Brooklyn,11211.0,3024240006.0,3063191.0,BK-01,34,527.0,BK73,40.710085,-73.953387,40.710029999999996,-73.953686,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,16,7,3,1,1,1,0,11,11,7,0,0,0,0,29,0,29,29
76,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372026.0,355,SOUTH 2 STREET,Brooklyn,11211.0,3024120033.0,3063049.0,BK-01,34,513.0,BK73,40.710041,-73.95321700000001,40.71021,-73.953073,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,13,9,0,2,0,0,0,7,11,6,0,0,0,0,24,0,24,24
77,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372027.0,358,SOUTH 2 STREET,Brooklyn,11211.0,3024240009.0,3063192.0,BK-01,34,527.0,BK73,40.710038,-73.953264,40.70986,-73.95348800000001,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,14,5,4,4,0,0,0,6,13,8,0,0,0,0,27,0,27,27
78,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372028.0,359,SOUTH 2 STREET,Brooklyn,11211.0,3024120030.0,3063048.0,BK-01,34,513.0,BK73,40.709996999999994,-73.953102,40.71015,-73.952907,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,11,8,3,1,0,1,0,2,6,16,0,0,0,0,24,0,24,24
79,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372029.0,362,SOUTH 2 STREET,Brooklyn,11211.0,3024240012.0,3063193.0,BK-01,34,527.0,BK73,40.709995,-73.953142,40.7098,-73.953326,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,15,8,6,0,0,1,6,6,13,5,0,0,0,0,30,0,30,30
80,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372030.0,366,SOUTH 2 STREET,Brooklyn,11211.0,3024240014.0,3063194.0,BK-01,34,527.0,BK73,40.709948,-73.953019,40.709740000000004,-73.95316700000001,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,14,6,2,1,0,1,0,2,5,17,0,0,0,0,24,0,24,24
81,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372031.0,367,SOUTH 2 STREET,Brooklyn,11211.0,3024120027.0,3063047.0,BK-01,34,513.0,BK73,40.709912,-73.952867,40.71007,-73.952701,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,24,7,0,3,0,1,5,6,10,14,0,0,0,0,35,0,35,35
82,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372032.0,370,SOUTH 2 STREET,Brooklyn,11211.0,3024240016.0,3063195.0,BK-01,34,527.0,BK73,40.709903999999995,-73.952896,40.70968,-73.953005,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,16,5,1,2,0,0,0,2,6,16,0,0,0,0,24,0,24,24
83,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372033.0,373,SOUTH 2 STREET,Brooklyn,11211.0,3024120025.0,3063046.0,BK-01,34,513.0,BK73,40.709849,-73.952694,40.71,-73.9525,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,12,5,2,2,0,1,0,4,18,0,0,0,0,0,22,0,22,22
84,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372037.0,385,SOUTH 2 STREET,Brooklyn,11211.0,3024130031.0,3063059.0,BK-01,34,513.0,BK73,40.709571000000004,-73.951948,40.709740000000004,-73.95182199999999,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,18,1,2,1,0,0,0,2,20,0,0,0,0,0,22,0,22,22
85,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372130.0,247,SOUTH 3 STREET,Brooklyn,11211.0,3024210035.0,3063184.0,BK-01,34,523.0,BK73,40.710718,-73.95756999999999,40.710879999999996,-73.957368,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,20,4,2,2,0,1,0,6,22,1,0,0,0,0,29,0,29,29
86,65362,GROWER-GREEN,2018-06-28T00:00:00,2018-06-28T00:00:00,372156.0,347,SOUTH 3 STREET,Brooklyn,11211.0,3024240035.0,3063200.0,BK-01,34,527.0,BK73,40.709289,-73.953665,40.70952,-73.95358900000001,2018-06-28T00:00:00,Preservation,Yes,Non Prevailing Wage,16,4,6,2,0,1,5,1,16,7,0,0,0,0,29,0,29,29
87,67302,176 KNICKERBOCKER AVENUE,2018-06-28T00:00:00,,321166.0,176,KNICKERBOCKER AVENUE,Brooklyn,11237.0,3031650029.0,3414343.0,BK-04,34,427.0,BK77,40.703921,-73.927362,40.70375,-73.927557,,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,8
94,61625,JERICHO RESIDENCE V HDFC.YR15.FY18,2018-06-27T00:00:00,,92762.0,1928,LORING PLACE SOUTH,Bronx,10453.0,2032210017.0,2014856.0,BX-05,14,24502.0,BX36,40.854869,-73.91431700000001,40.854729999999996,-73.91405,,Preservation,No,Prevailing Wage,49,3,0,0,0,0,52,0,0,0,0,0,0,0,52,0,52,52
95,61799,SECOND FARMS,2018-06-27T00:00:00,,975338.0,1932,BRYANT AVENUE,Bronx,10460.0,2030050065.0,2129026.0,BX-06,17,359.0,BX17,40.839984,-73.88223599999999,40.84,-73.881586,,New Construction,No,Non Prevailing Wage,75,86,157,0,0,1,51,128,90,50,0,0,0,0,319,0,319,319
96,63771,700 MANIDA STREET,2018-06-27T00:00:00,,984735.0,700,MANIDA STREET,Bronx,10474.0,2027630108.0,,BX-02,17,93.0,BX27,40.814412,-73.88836500000001,40.81463,-73.888062,,New Construction,No,Non Prevailing Wage,46,29,32,0,0,1,25,44,19,20,0,0,0,0,108,0,108,108
97,64885,ROCKAWAY VILLAGE PHASE 1 (RITA STARK SITE),2018-06-27T00:00:00,,983133.0,20-02,MOTT AVENUE,Queens,11691.0,,,QN-14,31,103202.0,QN15,40.604317,-73.75295899999999,,,,New Construction,No,Non Prevailing Wage,67,68,320,0,0,2,47,136,208,66,0,0,0,0,457,0,457,457
98,65983,FAC.131-10 GUY R. BREWER BOULEVARD,2018-06-27T00:00:00,,983915.0,13110,GUY R BREWER BOULEVARD,Queens,11434.0,4122770001.0,4266168.0,QN-12,28,294.0,QN02,40.675556,-73.777336,40.675470000000004,-73.778061,,New Construction,No,Prevailing Wage,158,0,0,0,0,1,58,100,1,0,0,0,0,0,159,0,159,159
99,67303,916 BERGEN APARTMENTS,2018-06-27T00:00:00,,209116.0,916,BERGEN STREET,Brooklyn,11238.0,3011490036.0,3028302.0,BK-08,35,305.0,BK61,40.677103,-73.95723100000001,40.676790000000004,-73.95706899999999,,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,1,0,0,3,0,0,0,0,4,0,4,12
100,67425,COMUNILIFE,2018-06-27T00:00:00,,821502.0,2124,CROTONA AVENUE,Bronx,10457.0,2030980001.0,2102390.0,BX-06,15,371.0,BX17,40.849086,-73.887946,40.84897,-73.88764599999999,,Preservation,No,Non Prevailing Wage,0,0,85,0,0,1,43,0,42,0,0,0,0,1,86,0,86,86
101,67425,COMUNILIFE,2018-06-27T00:00:00,,842702.0,2111,HUGHES AVENUE,Bronx,10457.0,2030700030.0,2114115.0,BX-06,15,373.0,BX17,40.849329,-73.890233,40.84944,-73.89066700000001,,Preservation,No,Non Prevailing Wage,0,0,71,0,0,1,36,0,35,0,0,0,0,1,72,0,72,72
102,67425,COMUNILIFE,2018-06-27T00:00:00,,858560.0,950,JENNINGS STREET,Bronx,10460.0,2029870025.0,2102389.0,BX-03,17,123.0,BX75,40.831924,-73.889337,40.831759999999996,-73.889507,,Preservation,No,Non Prevailing Wage,0,0,83,0,0,1,42,0,41,0,0,0,0,1,84,0,84,84
